,attendance,away_team,away_team_errors,away_team_hits,away_team_runs,date,field_type,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,day_of_week,temperature,wind_speed,wind_direction,sky,total_runs,game_hours_dec,season,home_team_win,home_team_loss,home_team_outcome
1514,47559,Boston Red Sox,2,7,3,6/25/2016,on grass,Night Game,Texas Rangers,0,11,10,8:22 p.m. Local,Globe Life Park in Arlington,Saturday,88,12, in from Rightfield,Cloudy,13,3.5,regular season,1,0,Win
1515,41928,Philadelphia Phillies,1,6,3,6/25/2016,on grass,Night Game,San Francisco Giants,1,6,2,7:05 p.m. Local,AT&T Park,Saturday,63,14, out to Centerfield,Sunny,5,2.783333333,regular season,0,1,Loss
1516,40431,St. Louis Cardinals,1,8,4,6/25/2016,on grass,Night Game,Seattle Mariners,1,10,5,7:10 p.m. Local,Safeco Field,Saturday,70,4, from Left to Right,Sunny,9,2.883333333,regular season,1,0,Win
1517,33590,Los Angeles Dodgers,1,8,1,6/25/2016,on grass,Night Game,Pittsburgh Pirates,1,5,6,7:15 p.m. Local,PNC Park,Saturday,84,2, in from Centerfield,Sunny,7,2.783333333,regular season,1,0,Win
1518,40075,Minnesota Twins,2,3,1,6/25/2016,on grass,Day Game,New York Yankees,0,10,2,1:08 p.m. Local,Yankee Stadium III,Saturday,81,7, in from Leftfield,Sunny,3,2.733333333,regular season,1,0,Win
1519,30085,Washington Nationals,0,10,5,6/25/2016,on grass,Day Game,Milwaukee Brewers,1,10,6,3:10 p.m. Local,Miller Park,Saturday,85,16, out to Rightfield,Sunny,11,3.083333333,regular season,1,0,Win
1521,38880,Houston Astros,1,16,13,6/25/2016,on grass,Night Game,Kansas City Royals,0,15,5,6:16 p.m. Local,Kauffman Stadium,Saturday,93,17, from Right to Left,Sunny,18,3.666666667,regular season,0,1,Loss
1522,39028,Cleveland Indians,0,8,6,6/25/2016,on grass,Day Game,Detroit Tigers,0,4,0,4:10 p.m. Local,Comerica Park,Saturday,85,3, in from Centerfield,Sunny,6,2.716666667,regular season,0,1,Loss
1523,33337,Arizona Diamondbacks,1,10,6,6/25/2016,on grass,Day Game,Colorado Rockies,1,15,11,2:10 p.m. Local,Coors Field,Saturday,81,1, in from Centerfield,Cloudy,17,3.583333333,regular season,1,0,Win
1524,40871,San Diego Padres,0,5,3,6/25/2016,on grass,Day Game,Cincinnati Reds,1,4,0,4:16 p.m. Local,Great American Ball Park,Saturday,87,4, from Left to Right,Sunny,3,2.733333333,regular season,0,1,Loss
1525,25776,Toronto Blue Jays,1,13,10,6/25/2016,on grass,Day Game,Chicago White Sox,1,12,8,1:12 p.m. Local,U.S. Cellular Field,Saturday,86,10, out to Leftfield,Cloudy,18,3.233333333,regular season,0,1,Loss
1526,18229,Tampa Bay Rays,0,4,0,6/25/2016,on grass,Day Game,Baltimore Orioles,1,11,5,1:08 p.m. Local,Oriole Park at Camden Yards,Saturday,81,5, from Right to Left,Sunny,5,2.766666667,regular season,1,0,Win
1527,40879,New York Mets,0,8,1,6/25/2016,on grass,Night Game,Atlanta Braves,0,9,0,7:16 p.m. Local,Turner Field,Saturday,96,5, in from Centerfield,Cloudy,1,3.316666667,regular season,0,1,Loss
1528,40643,Oakland Athletics,0,12,7,6/25/2016,on grass,Night Game,Los Angeles Angels of Anaheim,0,13,3,7:08 p.m. Local,Angel Stadium of Anaheim,Saturday,74,10, out to Rightfield,Sunny,10,3.4,regular season,0,1,Loss
1529,46811,Boston Red Sox,0,9,8,6/24/2016,on grass,Night Game,Texas Rangers,0,16,7,7:09 p.m. Local,Globe Life Park in Arlington,Friday,91,10, from Right to Left,Cloudy,15,3.8,regular season,0,1,Loss
1530,42238,Philadelphia Phillies,2,10,4,6/24/2016,on grass,Night Game,San Francisco Giants,0,9,5,7:16 p.m. Local,AT&T Park,Friday,66,19, out to Centerfield,Sunny,9,3.35,regular season,1,0,Win
1532,28226,Los Angeles Dodgers,0,13,6,6/24/2016,on grass,Night Game,Pittsburgh Pirates,0,12,8,7:07 p.m. Local,PNC Park,Friday,80,7, out to Centerfield,Cloudy,14,3.283333333,regular season,1,0,Win
1533,44808,Minnesota Twins,3,7,3,6/24/2016,on grass,Night Game,New York Yankees,0,8,5,7:09 p.m. Local,Yankee Stadium III,Friday,77,5, from Right to Left,Sunny,8,2.983333333,regular season,1,0,Win
1534,32668,Washington Nationals,0,9,3,6/24/2016,on grass,Night Game,Milwaukee Brewers,1,5,5,7:10 p.m. Local,Miller Park,Friday,79,11, in from Centerfield,Sunny,8,3.1,regular season,1,0,Win
1536,36195,Houston Astros,1,14,13,6/24/2016,on grass,Night Game,Kansas City Royals,3,10,4,7:15 p.m. Local,Kauffman Stadium,Friday,82,13, from Right to Left,Unknown,17,2.933333333,regular season,0,1,Loss
1537,37886,Cleveland Indians,2,12,7,6/24/2016,on grass,Night Game,Detroit Tigers,0,9,5,7:10 p.m. Local,Comerica Park,Friday,82,7, in from Centerfield,Sunny,12,3.016666667,regular season,0,1,Loss
1538,35216,Arizona Diamondbacks,4,16,10,6/24/2016,on grass,Night Game,Colorado Rockies,1,14,9,6:42 p.m. Local,Coors Field,Friday,83,4, from Right to Left,Cloudy,19,4.5,regular season,0,1,Loss
1539,40713,San Diego Padres,1,15,13,6/24/2016,on grass,Night Game,Cincinnati Reds,0,5,4,7:10 p.m. Local,Great American Ball Park,Friday,82,5, out to Rightfield,Cloudy,17,3.2,regular season,0,1,Loss
1540,27196,Toronto Blue Jays,0,8,2,6/24/2016,on grass,Night Game,Chicago White Sox,0,11,3,7:11 p.m. Local,U.S. Cellular Field,Friday,80,8, from Left to Right,Sunny,5,3.366666667,regular season,1,0,Win
1541,44956,Tampa Bay Rays,1,9,3,6/24/2016,on grass,Night Game,Baltimore Orioles,0,8,6,7:07 p.m. Local,Oriole Park at Camden Yards,Friday,72,6, out to Centerfield,Unknown,9,3.116666667,regular season,1,0,Win
1542,25565,New York Mets,0,8,8,6/24/2016,on grass,Night Game,Atlanta Braves,0,11,6,7:36 p.m. Local,Turner Field,Friday,91,14, in from Leftfield,Cloudy,14,2.916666667,regular season,0,1,Loss
1543,41356,Oakland Athletics,3,14,7,6/24/2016,on grass,Night Game,Los Angeles Angels of Anaheim,1,11,4,7:09 p.m. Local,Angel Stadium of Anaheim,Friday,71,10, out to Centerfield,Sunny,11,3.283333333,regular season,0,1,Loss
1544,29986,San Francisco Giants,1,9,5,6/23/2016,on grass,Day Game,Pittsburgh Pirates,0,5,3,12:39 p.m. Local,PNC Park,Thursday,71,8, out to Leftfield,Unknown,8,3.066666667,regular season,0,1,Loss
1545,30012,Philadelphia Phillies,1,15,7,6/23/2016,on grass,Day Game,Minnesota Twins,0,8,3,12:10 p.m. Local,Target Field,Thursday,69,10, in from Leftfield,Overcast,10,3.116666667,regular season,0,1,Loss
1547,35767,Seattle Mariners,1,8,4,6/23/2016,on grass,Day Game,Detroit Tigers,1,8,5,1:10 p.m. Local,Comerica Park,Thursday,71,3, out to Centerfield,Unknown,9,3.4,regular season,1,0,Win
1548,36558,Arizona Diamondbacks,1,15,7,6/23/2016,on grass,Night Game,Colorado Rockies,0,13,6,6:40 p.m. Local,Coors Field,Thursday,79,7, out to Leftfield,Cloudy,13,3.7,regular season,0,1,Loss
1549,20443,San Diego Padres,2,8,7,6/23/2016,on grass,Night Game,Cincinnati Reds,1,7,4,7:12 p.m. Local,Great American Ball Park,Thursday,81,7, from Left to Right,Overcast,11,3.433333333,regular season,0,1,Loss
1550,37790,Chicago White Sox,2,15,7,6/23/2016,on grass,Day Game,Boston Red Sox,1,12,8,1:35 p.m. Local,Fenway Park,Thursday,75,14, in from Rightfield,Cloudy,15,4.416666667,regular season,1,0,Win
1551,22324,New York Mets,0,7,3,6/23/2016,on grass,Night Game,Atlanta Braves,0,12,4,7:11 p.m. Local,Turner Field,Thursday,90,13, from Left to Right,Cloudy,7,2.9,regular season,1,0,Win
1552,36412,Oakland Athletics,0,10,5,6/23/2016,on grass,Night Game,Los Angeles Angels of Anaheim,2,10,4,7:09 p.m. Local,Angel Stadium of Anaheim,Thursday,76,6, out to Leftfield,Sunny,9,3.05,regular season,0,1,Loss
1553,46967,Arizona Diamondbacks,0,8,2,6/22/2016,on turf,Day Game,Toronto Blue Jays,1,5,5,4:07 p.m. Local,Rogers Centre,Wednesday,71,11, out to Centerfield,Cloudy,7,2.9,regular season,1,0,Win
1554,32407,Cincinnati Reds,1,8,4,6/22/2016,on grass,Night Game,Texas Rangers,0,5,6,7:09 p.m. Local,Globe Life Park in Arlington,Wednesday,92,13, from Right to Left,Cloudy,10,2.633333333,regular season,1,0,Win
1555,33747,San Francisco Giants,1,12,7,6/22/2016,on grass,Night Game,Pittsburgh Pirates,0,10,6,7:08 p.m. Local,PNC Park,Wednesday,77,8, out to Leftfield,Unknown,13,3.466666667,regular season,0,1,Loss
1556,13586,Milwaukee Brewers,0,13,4,6/22/2016,on grass,Day Game,Oakland Athletics,1,5,2,12:37 p.m. Local,Oakland-Alameda County Coliseum,Wednesday,66,14, out to Rightfield,Sunny,6,2.883333333,regular season,0,1,Loss
1557,35185,Kansas City Royals,0,9,3,6/22/2016,on grass,Day Game,New York Mets,0,6,4,1:12 p.m. Local,Citi Field,Wednesday,86,21, from Left to Right,Sunny,7,3.1,regular season,1,0,Win
1558,27729,San Francisco Giants,1,22,15,6/21/2016,on grass,Night Game,Pittsburgh Pirates,0,9,4,7:07 p.m. Local,PNC Park,Tuesday,82,12, out to Centerfield,Cloudy,19,3.816666667,regular season,0,1,Loss
1559,14810,Milwaukee Brewers,1,10,3,6/21/2016,on grass,Night Game,Oakland Athletics,1,13,5,7:07 p.m. Local,Oakland-Alameda County Coliseum,Tuesday,67,13, out to Rightfield,Sunny,8,3.533333333,regular season,1,0,Win
1560,40122,Kansas City Royals,0,7,1,6/21/2016,on grass,Night Game,New York Mets,1,6,2,7:10 p.m. Local,Citi Field,Tuesday,81,17, out to Leftfield,Cloudy,3,2.933333333,regular season,1,0,Win
1561,34760,Colorado Rockies,2,15,8,6/21/2016,on grass,Night Game,New York Yankees,2,10,4,7:07 p.m. Local,Yankee Stadium III,Tuesday,83,8, from Right to Left,Cloudy,12,3.516666667,regular season,0,1,Loss
1562,25714,Philadelphia Phillies,1,14,10,6/21/2016,on grass,Night Game,Minnesota Twins,1,14,14,7:10 p.m. Local,Target Field,Tuesday,79,14, out to Centerfield,Cloudy,24,3.4,regular season,1,0,Win
1564,42307,Washington Nationals,0,11,2,6/21/2016,on grass,Night Game,Los Angeles Dodgers,0,7,3,7:10 p.m. Local,Dodger Stadium,Tuesday,78,6, out to Leftfield,Sunny,5,2.733333333,regular season,1,0,Win
1566,30150,Seattle Mariners,1,8,2,6/21/2016,on grass,Night Game,Detroit Tigers,0,11,4,7:11 p.m. Local,Comerica Park,Tuesday,78,5, out to Centerfield,Cloudy,6,2.783333333,regular season,1,0,Win
1567,15629,Tampa Bay Rays,2,3,0,6/21/2016,on grass,Night Game,Cleveland Indians,0,10,6,7:10 p.m. Local,Progressive Field,Tuesday,80,4, in from Centerfield,Sunny,6,2.6,regular season,1,0,Win
1568,41616,St. Louis Cardinals,0,6,4,6/21/2016,on grass,Night Game,Chicago Cubs,0,7,3,7:06 p.m. Local,Wrigley Field,Tuesday,70,4, from Right to Left,Sunny,7,2.916666667,regular season,0,1,Loss
1569,36544,Chicago White Sox,0,6,3,6/21/2016,on grass,Night Game,Boston Red Sox,0,6,1,7:10 p.m. Local,Fenway Park,Tuesday,81,15, out to Rightfield,Cloudy,4,2.9,regular season,0,1,Loss
1570,23876,San Diego Padres,1,15,10,6/21/2016,on grass,Night Game,Baltimore Orioles,2,10,7,7:43 p.m. Local,Oriole Park at Camden Yards,Tuesday,71,3, out to Centerfield,Cloudy,17,3.733333333,regular season,0,1,Loss
1571,35366,Baltimore Orioles,0,15,3,6/20/2016,on grass,Night Game,Texas Rangers,0,9,4,7:10 p.m. Local,Globe Life Park in Arlington,Monday,92,7, from Left to Right,Cloudy,7,3.066666667,regular season,1,0,Win
1572,27906,San Francisco Giants,0,6,0,6/20/2016,on grass,Night Game,Pittsburgh Pirates,0,5,1,7:08 p.m. Local,PNC Park,Monday,84,12, out to Leftfield,Cloudy,1,2.4,regular season,1,0,Win
1573,22118,Arizona Diamondbacks,1,7,3,6/20/2016,on grass,Day Game,Philadelphia Phillies,0,6,1,1:08 p.m. Local,Citizens Bank Park,Monday,91,5, out to Centerfield,Cloudy,4,2.666666667,regular season,0,1,Loss
1575,44712,Washington Nationals,0,7,1,6/20/2016,on grass,Night Game,Los Angeles Dodgers,0,7,4,7:10 p.m. Local,Dodger Stadium,Monday,96,8, out to Rightfield,Sunny,5,2.833333333,regular season,1,0,Win
1577,27670,Seattle Mariners,0,19,7,6/20/2016,on grass,Night Game,Detroit Tigers,1,14,8,7:10 p.m. Local,Comerica Park,Monday,86,18, out to Leftfield,Cloudy,15,4.483333333,regular season,1,0,Win
1578,13811,Tampa Bay Rays,0,5,4,6/20/2016,on grass,Night Game,Cleveland Indians,2,11,7,7:11 p.m. Local,Progressive Field,Monday,89,14, out to Rightfield,Cloudy,11,2.433333333,regular season,1,0,Win
1579,41166,St. Louis Cardinals,0,8,3,6/20/2016,on grass,Night Game,Chicago Cubs,0,9,2,7:07 p.m. Local,Wrigley Field,Monday,90,11, in from Centerfield,Cloudy,5,3,regular season,0,1,Loss
1580,36291,Chicago White Sox,1,7,3,6/20/2016,on grass,Night Game,Boston Red Sox,2,5,1,7:09 p.m. Local,Fenway Park,Monday,79,17, out to Leftfield,Cloudy,4,3.55,regular season,0,1,Loss
1582,44897,Texas Rangers,1,10,5,6/19/2016,on grass,Day Game,St. Louis Cardinals,1,10,4,1:16 p.m. Local,Busch Stadium III,Sunday,90,8, out to Leftfield,Cloudy,9,2.966666667,regular season,0,1,Loss
1583,32285,Washington Nationals,1,7,3,6/19/2016,on grass,Day Game,San Diego Padres,0,10,6,1:41 p.m. Local,Petco Park,Sunday,84,14, from Left to Right,Sunny,9,2.983333333,regular season,1,0,Win
1584,40214,Arizona Diamondbacks,1,10,5,6/19/2016,on grass,Day Game,Philadelphia Phillies,1,3,1,1:38 p.m. Local,Citizens Bank Park,Sunday,85,7, from Left to Right,Cloudy,6,2.983333333,regular season,0,1,Loss
1585,22846,Los Angeles Angels of Anaheim,0,7,2,6/19/2016,on grass,Day Game,Oakland Athletics,0,3,0,1:07 p.m. Local,Oakland-Alameda County Coliseum,Sunday,82,13, in unknown direction,Cloudy,2,2.316666667,regular season,0,1,Loss
1586,41576,Atlanta Braves,0,11,6,6/19/2016,on grass,Day Game,New York Mets,0,1,0,1:11 p.m. Local,Citi Field,Sunday,84,11, in from Rightfield,Sunny,6,2.85,regular season,0,1,Loss
1587,29553,New York Yankees,0,7,4,6/19/2016,on grass,Day Game,Minnesota Twins,2,11,7,1:13 p.m. Local,Target Field,Sunday,88,18, from Right to Left,Cloudy,11,3,regular season,1,0,Win
1589,45931,Milwaukee Brewers,1,6,1,6/19/2016,on grass,Day Game,Los Angeles Dodgers,0,8,2,1:10 p.m. Local,Dodger Stadium,Sunday,99,7, out to Rightfield,Sunny,3,2.733333333,regular season,1,0,Win
1590,34659,Detroit Tigers,1,5,1,6/19/2016,on grass,Day Game,Kansas City Royals,0,7,2,1:16 p.m. Local,Kauffman Stadium,Sunday,88,9, from Right to Left,Cloudy,3,3.533333333,regular season,1,0,Win
1592,25269,Chicago White Sox,0,6,2,6/19/2016,on grass,Day Game,Cleveland Indians,1,12,3,1:11 p.m. Local,Progressive Field,Sunday,86,13, from Left to Right,Cloudy,5,3.2,regular season,1,0,Win
1593,41024,Pittsburgh Pirates,0,13,5,6/19/2016,on grass,Night Game,Chicago Cubs,1,14,10,7:08 p.m. Local,Wrigley Field,Sunday,87,11, out to Centerfield,Sunny,15,3.383333333,regular season,1,0,Win
1594,37211,Seattle Mariners,0,8,1,6/19/2016,on grass,Day Game,Boston Red Sox,0,11,2,1:35 p.m. Local,Fenway Park,Sunday,80,15, out to Leftfield,Sunny,3,3.083333333,regular season,1,0,Win
1595,39024,Toronto Blue Jays,0,7,6,6/19/2016,on grass,Day Game,Baltimore Orioles,1,19,11,1:38 p.m. Local,Oriole Park at Camden Yards,Sunday,87,3, out to Rightfield,Sunny,17,3.516666667,regular season,1,0,Win
1597,44375,Texas Rangers,1,9,4,6/18/2016,on grass,Day Game,St. Louis Cardinals,1,7,3,3:16 p.m. Local,Busch Stadium III,Saturday,90,7, from Right to Left,Unknown,7,3.083333333,regular season,0,1,Loss
1598,34113,Washington Nationals,1,8,3,6/18/2016,on grass,Night Game,San Diego Padres,1,9,7,7:11 p.m. Local,Petco Park,Saturday,78,11, from Left to Right,Overcast,10,3.2,regular season,1,0,Win
1599,33797,Arizona Diamondbacks,0,11,4,6/18/2016,on grass,Day Game,Philadelphia Phillies,1,4,1,3:07 p.m. Local,Citizens Bank Park,Saturday,84,5, out to Rightfield,Sunny,5,2.616666667,regular season,0,1,Loss
1600,32134,Atlanta Braves,1,7,4,6/18/2016,on grass,Night Game,New York Mets,0,7,3,8:16 p.m. Local,Citi Field,Saturday,75,15, out to Leftfield,Sunny,7,3.033333333,regular season,0,1,Loss
1601,30760,New York Yankees,1,12,7,6/18/2016,on grass,Day Game,Minnesota Twins,0,9,6,1:11 p.m. Local,Target Field,Saturday,81,5, out to Centerfield,Cloudy,13,3.166666667,regular season,0,1,Loss
1603,44112,Milwaukee Brewers,0,11,6,6/18/2016,on grass,Night Game,Los Angeles Dodgers,0,14,10,7:10 p.m. Local,Dodger Stadium,Saturday,81,5, out to Centerfield,Cloudy,16,3.466666667,regular season,1,0,Win
1604,38480,Detroit Tigers,1,10,5,6/18/2016,on grass,Night Game,Kansas City Royals,1,21,16,7:15 p.m. Local,Kauffman Stadium,Saturday,86,11, from Right to Left,Sunny,21,3.266666667,regular season,1,0,Win
1606,31066,Chicago White Sox,1,7,2,6/18/2016,on grass,Night Game,Cleveland Indians,0,15,13,6:11 p.m. Local,Progressive Field,Saturday,77,7, in from Rightfield,Cloudy,15,3,regular season,1,0,Win
1607,41424,Pittsburgh Pirates,0,8,3,6/18/2016,on grass,Night Game,Chicago Cubs,0,6,4,7:17 p.m. Local,Wrigley Field,Saturday,73,5, in from Rightfield,Cloudy,7,3,regular season,1,0,Win
1608,37195,Seattle Mariners,1,9,2,6/18/2016,on grass,Day Game,Boston Red Sox,0,12,6,4:06 p.m. Local,Fenway Park,Saturday,65,14, in from Rightfield,Sunny,8,2.883333333,regular season,1,0,Win
1609,41901,Toronto Blue Jays,0,7,2,6/18/2016,on grass,Day Game,Baltimore Orioles,1,9,4,4:09 p.m. Local,Oriole Park at Camden Yards,Saturday,83,8, out to Leftfield,Sunny,6,2.55,regular season,1,0,Win
1611,44064,Texas Rangers,0,6,1,6/17/2016,on grass,Night Game,St. Louis Cardinals,0,3,0,7:16 p.m. Local,Busch Stadium III,Friday,85,11, in from Rightfield,Sunny,1,2.383333333,regular season,0,1,Loss
1612,31137,Washington Nationals,0,11,7,6/17/2016,on grass,Night Game,San Diego Padres,0,9,5,7:41 p.m. Local,Petco Park,Friday,76,13, from Left to Right,Sunny,12,3.2,regular season,0,1,Loss
1613,19282,Arizona Diamondbacks,0,16,10,6/17/2016,on grass,Night Game,Philadelphia Phillies,3,7,2,7:08 p.m. Local,Citizens Bank Park,Friday,73,11, from Right to Left,Cloudy,12,3.066666667,regular season,0,1,Loss
1614,24591,Los Angeles Angels of Anaheim,1,6,2,6/17/2016,on grass,Night Game,Oakland Athletics,1,10,3,6:37 p.m. Local,Oakland-Alameda County Coliseum,Friday,65,13, out to Rightfield,Cloudy,5,2.85,regular season,1,0,Win
1615,40148,Atlanta Braves,0,11,5,6/17/2016,on grass,Night Game,New York Mets,1,6,1,7:11 p.m. Local,Citi Field,Friday,74,9, out to Leftfield,Sunny,6,3.216666667,regular season,0,1,Loss
1616,23161,New York Yankees,1,14,8,6/17/2016,on grass,Night Game,Minnesota Twins,0,9,2,7:45 p.m. Local,Target Field,Friday,77,8, in unknown direction,Overcast,10,3.05,regular season,0,1,Loss
1618,44998,Milwaukee Brewers,1,12,2,6/17/2016,on grass,Night Game,Los Angeles Dodgers,0,8,3,7:10 p.m. Local,Dodger Stadium,Friday,75,7, out to Rightfield,Sunny,5,3.616666667,regular season,1,0,Win
1619,37746,Detroit Tigers,0,10,3,6/17/2016,on grass,Night Game,Kansas City Royals,2,14,10,7:15 p.m. Local,Kauffman Stadium,Friday,91,9, from Right to Left,Sunny,13,3.283333333,regular season,1,0,Win
1621,27912,Chicago White Sox,0,7,2,6/17/2016,on grass,Night Game,Cleveland Indians,0,8,3,7:10 p.m. Local,Progressive Field,Friday,75,13, in from Rightfield,Sunny,5,2.783333333,regular season,1,0,Win
1622,41547,Pittsburgh Pirates,0,3,0,6/17/2016,on grass,Day Game,Chicago Cubs,0,9,6,1:21 p.m. Local,Wrigley Field,Friday,72,7, in from Centerfield,Sunny,6,3.3,regular season,1,0,Win
1623,35896,Seattle Mariners,1,10,8,6/17/2016,on grass,Night Game,Boston Red Sox,0,11,4,7:10 p.m. Local,Fenway Park,Friday,73,9, from Right to Left,Cloudy,12,2.816666667,regular season,0,1,Loss
1624,38306,Toronto Blue Jays,1,13,13,6/17/2016,on grass,Night Game,Baltimore Orioles,0,7,3,7:10 p.m. Local,Oriole Park at Camden Yards,Friday,80,3, out to Leftfield,Cloudy,16,2.883333333,regular season,0,1,Loss
1626,22648,Washington Nationals,1,9,8,6/16/2016,on grass,Night Game,San Diego Padres,2,10,5,7:10 p.m. Local,Petco Park,Thursday,72,10, from Left to Right,Sunny,13,3.3,regular season,0,1,Loss
1627,22279,Toronto Blue Jays,1,17,13,6/16/2016,on grass,Night Game,Philadelphia Phillies,4,5,2,7:08 p.m. Local,Citizens Bank Park,Thursday,69,6, from Right to Left,Unknown,15,3.066666667,regular season,0,1,Loss
1628,14236,Texas Rangers,0,9,5,6/16/2016,on grass,Day Game,Oakland Athletics,1,2,1,12:37 p.m. Local,Oakland-Alameda County Coliseum,Thursday,69,8, in from Leftfield,Cloudy,6,2.583333333,regular season,0,1,Loss
1629,33052,Pittsburgh Pirates,0,10,4,6/16/2016,on grass,Night Game,New York Mets,0,11,6,7:10 p.m. Local,Citi Field,Thursday,74,3, in from Rightfield,Cloudy,10,2.916666667,regular season,1,0,Win
1630,23751,New York Yankees,1,7,4,6/16/2016,on grass,Night Game,Minnesota Twins,0,7,1,7:10 p.m. Local,Target Field,Thursday,78,9, in from Centerfield,Sunny,5,3,regular season,0,1,Loss
1631,44183,Milwaukee Brewers,2,10,8,6/16/2016,on grass,Night Game,Los Angeles Dodgers,0,8,6,7:10 p.m. Local,Dodger Stadium,Thursday,71,7, out to Rightfield,Sunny,14,3.3,regular season,0,1,Loss
1632,40093,New York Yankees,0,7,3,6/15/2016,on grass,Day Game,Colorado Rockies,1,13,6,1:11 p.m. Local,Coors Field,Wednesday,85,5, out to Rightfield,Sunny,9,2.916666667,regular season,1,0,Win
1633,20292,Detroit Tigers,0,8,3,6/15/2016,on grass,Night Game,Chicago White Sox,0,9,5,7:10 p.m. Local,U.S. Cellular Field,Wednesday,91,6, in from Centerfield,Cloudy,8,2.816666667,regular season,1,0,Win
1634,36233,Baltimore Orioles,0,8,4,6/15/2016,on grass,Night Game,Boston Red Sox,1,13,6,7:11 p.m. Local,Fenway Park,Wednesday,82,14, from Left to Right,Cloudy,10,2.966666667,regular season,1,0,Win
1635,14953,Cincinnati Reds,2,11,8,6/15/2016,on grass,Night Game,Atlanta Braves,3,19,9,7:12 p.m. Local,Turner Field,Wednesday,82,10, out to Rightfield,Cloudy,17,5.3,regular season,1,0,Win
1637,36717,Minnesota Twins,1,5,2,6/15/2016,on grass,Night Game,Los Angeles Angels of Anaheim,0,12,10,7:09 p.m. Local,Angel Stadium of Anaheim,Wednesday,69,5, from Right to Left,Sunny,12,3.216666667,regular season,1,0,Win
1638,41955,Chicago Cubs,0,7,4,6/14/2016,on grass,Night Game,Washington Nationals,0,5,3,7:07 p.m. Local,Nationals Park,Tuesday,80,5, out to Rightfield,Sunny,7,3.05,regular season,0,1,Loss
1639,47066,Philadelphia Phillies,2,7,3,6/14/2016,on turf,Day Game,Toronto Blue Jays,0,14,11,12:38 p.m. Local,Rogers Centre,Tuesday,59,7, out to Centerfield,Unknown,14,2.716666667,regular season,1,0,Win
